Ngày,Thời điểm cập nhật giá mới,Thời điểm cập nhật dữ liệu,Mã vàng,Loại vàng,Giá mua,Giá bán,Chêch lệch giá mua,Chênh lệch giá bán,Đơn vị,Số lần update
2025-07-22,00:00:00,2026-03-05 10:29:12.394,SJCVIETNAM,SJC Việt Nam,120000000.0,122000000,0.0,0,VND,1
2025-07-23,00:00:00,2026-03-05 10:29:14.525,SJCVIETNAM,SJC Việt Nam,120700000.0,122700000,0.0,0,VND,1
2025-07-24,00:00:00,2026-03-05 10:29:16.647,SJCVIETNAM,SJC Việt Nam,120000000.0,122000000,0.0,0,VND,1
2025-07-26,00:00:00,2026-03-05 10:29:20.886,SJCVIETNAM,SJC Việt Nam,119600000.0,121100000,0.0,0,VND,1
2025-07-29,00:00:00,2026-03-05 10:29:27.238,SJCVIETNAM,SJC Việt Nam,119500000.0,121000000,0.0,0,VND,1
2025-07-30,00:00:00,2026-03-05 10:29:29.355,SJCVIETNAM,SJC Việt Nam,119700000.0,121200000,0.0,0,VND,1
2025-07-31,00:00:00,2026-03-05 10:29:31.522,SJCVIETNAM,SJC Việt Nam,119700000.0,121200000,0.0,0,VND,1
2025-08-02,00:00:00,2026-03-05 10:29:35.750,SJCVIETNAM,SJC Việt Nam,121500000.0,123500000,0.0,0,VND,1
2025-08-04,00:00:00,2026-03-05 10:29:39.996,SJCVIETNAM,SJC Việt Nam,121700000.0,123300000,0.0,0,VND,1
2025-08-05,00:00:00,2026-03-05 10:29:42.111,SJCVIETNAM,SJC Việt Nam,122200000.0,123800000,0.0,0,VND,1
2025-08-06,00:00:00,2026-03-05 10:29:44.230,SJCVIETNAM,SJC Việt Nam,122400000.0,123800000,0.0,0,VND,1
2025-08-07,00:00:00,2026-03-05 10:29:46.347,SJCVIETNAM,SJC Việt Nam,122700000.0,124100000,0.0,0,VND,1
2025-08-08,00:00:00,2026-03-05 10:29:48.464,SJCVIETNAM,SJC Việt Nam,122600000.0,124000000,0.0,0,VND,1
2025-08-11,00:00:00,2026-03-05 10:29:54.809,SJCVIETNAM,SJC Việt Nam,122700000.0,123900000,0.0,0,VND,1
2025-08-12,00:00:00,2026-03-05 10:29:56.926,SJCVIETNAM,SJC Việt Nam,122700000.0,123900000,0.0,0,VND,1
2025-08-13,00:00:00,2026-03-05 10:29:59.433,SJCVIETNAM,SJC Việt Nam,122700000.0,123900000,0.0,0,VND,1
2025-08-14,00:00:00,2026-03-05 10:30:01.611,SJCVIETNAM,SJC Việt Nam,123500000.0,124700000,0.0,0,VND,1
2025-08-15,00:00:00,2026-03-05 10:30:03.729,SJCVIETNAM,SJC Việt Nam,123500000.0,124500000,0.0,0,VND,1
2025-08-18,00:00:00,2026-03-05 10:30:10.100,SJCVIETNAM,SJC Việt Nam,123700000.0,124700000,0.0,0,VND,1
2025-08-20,00:00:00,2026-03-05 10:30:14.368,SJCVIETNAM,SJC Việt Nam,123800000.0,124800000,0.0,0,VND,1
2025-08-21,00:00:00,2026-03-05 10:30:16.497,SJCVIETNAM,SJC Việt Nam,124400000.0,125400000,0.0,0,VND,1
2025-08-22,00:00:00,2026-03-05 10:30:18.615,SJCVIETNAM,SJC Việt Nam,124400000.0,125400000,0.0,0,VND,1
2025-08-23,00:00:00,2026-03-05 10:30:20.735,SJCVIETNAM,SJC Việt Nam,125600000.0,126600000,0.0,0,VND,1
2025-08-25,00:00:00,2026-03-05 10:30:24.987,SJCVIETNAM,SJC Việt Nam,125900000.0,126900000,0.0,0,VND,1
2025-08-26,00:00:00,2026-03-05 10:30:27.113,SJCVIETNAM,SJC Việt Nam,126100000.0,127700000,0.0,0,VND,1
2025-08-27,00:00:00,2026-03-05 10:30:29.240,SJCVIETNAM,SJC Việt Nam,126000000.0,128000000,0.0,0,VND,1
2025-08-28,00:00:00,2026-03-05 10:30:31.445,SJCVIETNAM,SJC Việt Nam,126000000.0,128000000,0.0,0,VND,1
2025-08-29,00:00:00,2026-03-05 10:30:33.564,SJCVIETNAM,SJC Việt Nam,127400000.0,128900000,0.0,0,VND,1
2025-08-30,00:00:00,2026-03-05 10:30:35.688,SJCVIETNAM,SJC Việt Nam,129100000.0,130600000,0.0,0,VND,1
2025-09-03,00:00:00,2026-03-05 10:30:44.187,SJCVIETNAM,SJC Việt Nam,131900000.0,133400000,0.0,0,VND,1
2025-09-04,00:00:00,2026-03-05 10:30:46.324,SJCVIETNAM,SJC Việt Nam,132400000.0,133900000,0.0,0,VND,1
2025-09-05,00:00:00,2026-03-05 10:30:48.584,SJCVIETNAM,SJC Việt Nam,132900000.0,134400000,0.0,0,VND,1
2025-09-06,00:00:00,2026-03-05 10:30:50.702,SJCVIETNAM,SJC Việt Nam,133900000.0,135400000,0.0,0,VND,1
2025-09-08,00:00:00,2026-03-05 10:30:54.940,SJCVIETNAM,SJC Việt Nam,133100000.0,135100000,0.0,0,VND,1
2025-09-09,00:00:00,2026-03-05 10:30:57.060,SJCVIETNAM,SJC Việt Nam,133800000.00000001,135800000,0.0,0,VND,1
2025-09-10,00:00:00,2026-03-05 10:30:59.182,SJCVIETNAM,SJC Việt Nam,133300000.00000001,135300000,0.0,0,VND,1
2025-09-11,00:00:00,2026-03-05 10:31:01.356,SJCVIETNAM,SJC Việt Nam,133300000.00000001,135300000,0.0,0,VND,1
2025-09-12,00:00:00,2026-03-05 10:31:03.494,SJCVIETNAM,SJC Việt Nam,129500000.0,132800000,0.0,0,VND,1
2025-09-13,00:00:00,2026-03-05 10:31:05.620,SJCVIETNAM,SJC Việt Nam,128100000.0,131100000,0.0,0,VND,1
2025-09-15,00:00:00,2026-03-05 10:31:09.875,SJCVIETNAM,SJC Việt Nam,128400000.0,131100000,0.0,0,VND,1
2025-09-16,00:00:00,2026-03-05 10:31:12.006,SJCVIETNAM,SJC Việt Nam,130000000.0,132000000,0.0,0,VND,1
2025-09-18,00:00:00,2026-03-05 10:31:16.258,SJCVIETNAM,SJC Việt Nam,130000000.0,132000000,0.0,0,VND,1
2025-09-19,00:00:00,2026-03-05 10:31:18.381,SJCVIETNAM,SJC Việt Nam,130000000.0,132000000,0.0,0,VND,1
2025-09-20,00:00:00,2026-03-05 10:31:20.518,SJCVIETNAM,SJC Việt Nam,131000000.0,133000000,0.0,0,VND,1
2025-09-22,00:00:00,2026-03-05 10:31:24.762,SJCVIETNAM,SJC Việt Nam,131300000.00000001,133300000,0.0,0,VND,1
2025-09-23,00:00:00,2026-03-05 10:31:26.888,SJCVIETNAM,SJC Việt Nam,132600000.0,134600000,0.0,0,VND,1
2025-09-24,00:00:00,2026-03-05 10:31:29.066,SJCVIETNAM,SJC Việt Nam,132800000.00000001,134800000,0.0,0,VND,1
2025-09-25,00:00:00,2026-03-05 10:31:31.198,SJCVIETNAM,SJC Việt Nam,132500000.0,134500000,0.0,0,VND,1
2025-09-27,00:00:00,2026-03-05 10:31:35.444,SJCVIETNAM,SJC Việt Nam,133000000.0,135000000,0.0,0,VND,1
2025-09-29,00:00:00,2026-03-05 10:31:39.688,SJCVIETNAM,SJC Việt Nam,133500000.0,135500000,0.0,0,VND,1
2025-09-30,00:00:00,2026-03-05 10:31:41.810,SJCVIETNAM,SJC Việt Nam,135300000.0,137300000,0.0,0,VND,1
2025-10-01,00:00:00,2026-03-05 10:31:43.928,SJCVIETNAM,SJC Việt Nam,136000000.0,138000000,0.0,0,VND,1
2025-10-02,00:00:00,2026-03-05 10:31:46.054,SJCVIETNAM,SJC Việt Nam,136000000.0,138000000,0.0,0,VND,1
2025-10-03,00:00:00,2026-03-05 10:31:48.193,SJCVIETNAM,SJC Việt Nam,135800000.0,137800000,0.0,0,VND,1
2025-10-04,00:00:00,2026-03-05 10:31:50.316,SJCVIETNAM,SJC Việt Nam,136600000.0,138600000,0.0,0,VND,1
2025-10-06,00:00:00,2026-03-05 10:31:54.677,SJCVIETNAM,SJC Việt Nam,137100000.0,139100000,0.0,0,VND,1
2025-10-07,00:00:00,2026-03-05 10:31:56.841,SJCVIETNAM,SJC Việt Nam,138600000.0,140600000,0.0,0,VND,1
2025-10-08,00:00:00,2026-03-05 10:31:59.018,SJCVIETNAM,SJC Việt Nam,139400000.0,141400000,0.0,0,VND,1
2025-10-09,00:00:00,2026-03-05 10:32:01.145,SJCVIETNAM,SJC Việt Nam,140500000.0,142500000,0.0,0,VND,1
2025-10-10,00:00:00,2026-03-05 10:32:03.276,SJCVIETNAM,SJC Việt Nam,139900000.0,141900000,0.0,0,VND,1
2025-10-11,00:00:00,2026-03-05 10:32:05.401,SJCVIETNAM,SJC Việt Nam,140800000.0,142800000,0.0,0,VND,1
2025-10-13,00:00:00,2026-03-05 10:32:09.647,SJCVIETNAM,SJC Việt Nam,141600000.0,143600000,0.0,0,VND,1
2025-10-14,00:00:00,2026-03-05 10:32:11.775,SJCVIETNAM,SJC Việt Nam,144900000.0,146400000,0.0,0,VND,1
2025-10-15,00:00:00,2026-03-05 10:32:13.907,SJCVIETNAM,SJC Việt Nam,145300000.0,147300000,0.0,0,VND,1
2025-10-16,00:00:00,2026-03-05 10:32:16.028,SJCVIETNAM,SJC Việt Nam,146600000.0,148600000,0.0,0,VND,1
2025-10-17,00:00:00,2026-03-05 10:32:18.156,SJCVIETNAM,SJC Việt Nam,150200000.0,152200000,0.0,0,VND,1
2025-10-18,00:00:00,2026-03-05 10:32:20.280,SJCVIETNAM,SJC Việt Nam,149500000.0,151000000,0.0,0,VND,1
2025-10-20,00:00:00,2026-03-05 10:32:24.534,SJCVIETNAM,SJC Việt Nam,150000000.0,151000000,0.0,0,VND,1
2025-10-21,00:00:00,2026-03-05 10:32:26.662,SJCVIETNAM,SJC Việt Nam,153600000.0,154600000,0.0,0,VND,1
2025-10-22,00:00:00,2026-03-05 10:32:28.848,SJCVIETNAM,SJC Việt Nam,146500000.0,148500000,0.0,0,VND,1
2025-10-23,00:00:00,2026-03-05 10:32:30.968,SJCVIETNAM,SJC Việt Nam,147500000.0,149500000,0.0,0,VND,1
2025-10-24,00:00:00,2026-03-05 10:32:33.091,SJCVIETNAM,SJC Việt Nam,147800000.0,149800000,0.0,0,VND,1
2025-10-25,00:00:00,2026-03-05 10:32:35.219,SJCVIETNAM,SJC Việt Nam,147200000.0,149200000,0.0,0,VND,1
2025-10-27,00:00:00,2026-03-05 10:32:39.460,SJCVIETNAM,SJC Việt Nam,147400000.0,148900000,0.0,0,VND,1
2025-10-28,00:00:00,2026-03-05 10:32:41.578,SJCVIETNAM,SJC Việt Nam,145700000.0,147200000,0.0,0,VND,1
2025-10-29,00:00:00,2026-03-05 10:32:43.707,SJCVIETNAM,SJC Việt Nam,144900000.0,146900000,0.0,0,VND,1
2025-10-30,00:00:00,2026-03-05 10:32:45.826,SJCVIETNAM,SJC Việt Nam,144600000.0,146600000,0.0,0,VND,1
2025-11-04,00:00:00,2026-03-05 10:32:56.467,SJCVIETNAM,SJC Việt Nam,146200000.0,148200000,0.0,0,VND,1
2025-11-05,00:00:00,2026-03-05 10:32:58.655,SJCVIETNAM,SJC Việt Nam,145000000.0,147000000,0.0,0,VND,1
2025-11-06,00:00:00,2026-03-05 10:33:00.778,SJCVIETNAM,SJC Việt Nam,145800000.0,147800000,0.0,0,VND,1
2025-11-10,00:00:00,2026-03-05 10:33:09.390,SJCVIETNAM,SJC Việt Nam,147600000.0,149600000,0.0,0,VND,1
2025-11-11,00:00:00,2026-03-05 10:33:11.516,SJCVIETNAM,SJC Việt Nam,150000000.0,152000000,0.0,0,VND,1
2025-11-12,00:00:00,2026-03-05 10:33:13.639,SJCVIETNAM,SJC Việt Nam,149500000.0,151500000,0.0,0,VND,1
2025-11-13,00:00:00,2026-03-05 10:33:15.761,SJCVIETNAM,SJC Việt Nam,151300000.0,153300000,0.0,0,VND,1
2025-11-14,00:00:00,2026-03-05 10:33:17.892,SJCVIETNAM,SJC Việt Nam,151100000.0,153100000,0.0,0,VND,1
2025-11-15,00:00:00,2026-03-05 10:33:20.016,SJCVIETNAM,SJC Việt Nam,149000000.0,151000000,0.0,0,VND,1
2025-11-17,00:00:00,2026-03-05 10:33:24.266,SJCVIETNAM,SJC Việt Nam,148500000.0,150500000,0.0,0,VND,1
2025-11-18,00:00:00,2026-03-05 10:33:26.385,SJCVIETNAM,SJC Việt Nam,147800000.0,149800000,0.0,0,VND,1
2025-11-19,00:00:00,2026-03-05 10:33:28.569,SJCVIETNAM,SJC Việt Nam,148700000.0,150700000,0.0,0,VND,1
2025-11-20,00:00:00,2026-03-05 10:33:30.692,SJCVIETNAM,SJC Việt Nam,149000000.0,151000000,0.0,0,VND,1
2025-11-21,00:00:00,2026-03-05 10:33:33.208,SJCVIETNAM,SJC Việt Nam,147800000.0,149800000,0.0,0,VND,1
2025-11-22,00:00:00,2026-03-05 10:33:35.328,SJCVIETNAM,SJC Việt Nam,148400000.0,150400000,0.0,0,VND,1
2025-11-25,00:00:00,2026-03-05 10:33:41.689,SJCVIETNAM,SJC Việt Nam,150400000.0,152400000,0.0,0,VND,1
2025-11-26,00:00:00,2026-03-05 10:33:43.808,SJCVIETNAM,SJC Việt Nam,150900000.0,152900000,0.0,0,VND,1
2025-11-28,00:00:00,2026-03-05 10:33:48.032,SJCVIETNAM,SJC Việt Nam,152200000.0,154200000,0.0,0,VND,1
2025-11-29,00:00:00,2026-03-05 10:33:50.156,SJCVIETNAM,SJC Việt Nam,152900000.0,154900000,0.0,0,VND,1
2025-12-01,00:00:00,2026-03-05 10:33:54.387,SJCVIETNAM,SJC Việt Nam,153200000.0,155200000,0.0,0,VND,1
2025-12-02,00:00:00,2026-03-05 10:33:56.503,SJCVIETNAM,SJC Việt Nam,152600000.0,154600000,0.0,0,VND,1
2025-12-03,00:00:00,2026-03-05 10:33:58.668,SJCVIETNAM,SJC Việt Nam,152800000.0,154800000,0.0,0,VND,1
2025-12-04,00:00:00,2026-03-05 10:34:00.785,SJCVIETNAM,SJC Việt Nam,152500000.0,154500000,0.0,0,VND,1
2025-12-05,00:00:00,2026-03-05 10:34:02.905,SJCVIETNAM,SJC Việt Nam,152200000.0,154200000,0.0,0,VND,1
2025-12-06,00:00:00,2026-03-05 10:34:05.023,SJCVIETNAM,SJC Việt Nam,152200000.0,154200000,0.0,0,VND,1
2025-12-08,00:00:00,2026-03-05 10:34:09.360,SJCVIETNAM,SJC Việt Nam,152500000.0,154500000,0.0,0,VND,1
2025-12-09,00:00:00,2026-03-05 10:34:11.554,SJCVIETNAM,SJC Việt Nam,152200000.0,154200000,0.0,0,VND,1
2025-12-10,00:00:00,2026-03-05 10:34:13.671,SJCVIETNAM,SJC Việt Nam,152700000.0,154700000,0.0,0,VND,1
2025-12-11,00:00:00,2026-03-05 10:34:15.798,SJCVIETNAM,SJC Việt Nam,153100000.0,155100000,0.0,0,VND,1
2025-12-12,00:00:00,2026-03-05 10:34:17.932,SJCVIETNAM,SJC Việt Nam,153600000.0,155600000,0.0,0,VND,1
2025-12-13,00:00:00,2026-03-05 10:34:20.050,SJCVIETNAM,SJC Việt Nam,153600000.0,155600000,0.0,0,VND,1
2025-12-15,00:00:00,2026-03-05 10:34:24.280,SJCVIETNAM,SJC Việt Nam,154300000.0,156300000,0.0,0,VND,1
2025-12-16,00:00:00,2026-03-05 10:34:26.397,SJCVIETNAM,SJC Việt Nam,154200000.0,156200000,0.0,0,VND,1
2025-12-17,00:00:00,2026-03-05 10:34:28.569,SJCVIETNAM,SJC Việt Nam,154200000.0,156200000,0.0,0,VND,1
2025-12-18,00:00:00,2026-03-05 10:34:30.687,SJCVIETNAM,SJC Việt Nam,154400000.0,156400000,0.0,0,VND,1
2025-12-20,00:00:00,2026-03-05 10:34:34.914,SJCVIETNAM,SJC Việt Nam,154600000.0,156600000,0.0,0,VND,1
2025-12-22,00:00:00,2026-03-05 10:34:39.151,SJCVIETNAM,SJC Việt Nam,155100000.0,157100000,0.0,0,VND,1
2025-12-23,00:00:00,2026-03-05 10:34:41.267,SJCVIETNAM,SJC Việt Nam,157000000.0,159000000,0.0,0,VND,1
2025-12-24,00:00:00,2026-03-05 10:34:43.417,SJCVIETNAM,SJC Việt Nam,157800000.0,159800000,0.0,0,VND,1
2025-12-25,00:00:00,2026-03-05 10:34:45.564,SJCVIETNAM,SJC Việt Nam,156800000.0,158800000,0.0,0,VND,1
2025-12-26,00:00:00,2026-03-05 10:34:47.702,SJCVIETNAM,SJC Việt Nam,157200000.0,159200000,0.0,0,VND,1
2025-12-27,00:00:00,2026-03-05 10:34:49.822,SJCVIETNAM,SJC Việt Nam,157700000.0,159700000,0.0,0,VND,1
2025-12-29,00:00:00,2026-03-05 10:34:54.059,SJCVIETNAM,SJC Việt Nam,157700000.0,159700000,0.0,0,VND,1
2025-12-30,00:00:00,2026-03-05 10:34:56.179,SJCVIETNAM,SJC Việt Nam,152200000.0,154200000,0.0,0,VND,1
2025-12-31,00:00:00,2026-03-05 10:34:58.361,SJCVIETNAM,SJC Việt Nam,152400000.0,154400000,0.0,0,VND,1
2026-01-05,00:00:00,2026-03-05 10:35:08.945,SJCVIETNAM,SJC Việt Nam,154200000.0,156200000,0.0,0,VND,1
2026-01-06,00:00:00,2026-03-05 10:35:11.058,SJCVIETNAM,SJC Việt Nam,155400000.0,157400000,0.0,0,VND,1
2026-01-07,00:00:00,2026-03-05 10:35:13.186,SJCVIETNAM,SJC Việt Nam,156600000.0,158600000,0.0,0,VND,1
2026-01-08,00:00:00,2026-03-05 10:35:15.312,SJCVIETNAM,SJC Việt Nam,156100000.0,158100000,0.0,0,VND,1
2026-01-09,00:00:00,2026-03-05 10:35:17.495,SJCVIETNAM,SJC Việt Nam,155200000.0,157200000,0.0,0,VND,1
2026-01-10,00:00:00,2026-03-05 10:35:19.704,SJCVIETNAM,SJC Việt Nam,156300000.0,158300000,0.0,0,VND,1
2026-01-12,00:00:00,2026-03-05 10:35:23.938,SJCVIETNAM,SJC Việt Nam,160000000.0,162000000,0.0,0,VND,1
2026-01-14,00:00:00,2026-03-05 10:35:28.226,SJCVIETNAM,SJC Việt Nam,160900000.0,162900000,0.0,0,VND,1
2026-01-15,00:00:00,2026-03-05 10:35:30.346,SJCVIETNAM,SJC Việt Nam,160800000.0,162800000,0.0,0,VND,1
2026-01-19,00:00:00,2026-03-05 10:35:38.819,SJCVIETNAM,SJC Việt Nam,163000000.0,165000000,0.0,0,VND,1
2026-01-20,00:00:00,2026-03-05 10:35:40.938,SJCVIETNAM,SJC Việt Nam,163000000.0,165000000,0.0,0,VND,1
2026-01-21,00:00:00,2026-03-05 10:35:43.057,SJCVIETNAM,SJC Việt Nam,167200000.0,169200000,0.0,0,VND,1
2026-01-22,00:00:00,2026-03-05 10:35:45.193,SJCVIETNAM,SJC Việt Nam,166700000.0,168700000,0.0,0,VND,1
2026-01-23,00:00:00,2026-03-05 10:35:47.325,SJCVIETNAM,SJC Việt Nam,171300000.0,173300000,0.0,0,VND,1
2026-01-24,00:00:00,2026-03-05 10:35:49.443,SJCVIETNAM,SJC Việt Nam,172300000.0,174300000,0.0,0,VND,1
