timestamp,gold_code,buy_price,sell_price
2025-07-30,SJCVIETNAM,119700000.0,121200000.0
2025-07-30,XAUUSD,3295.800048828125,3295.800048828125
2025-07-31,SJCVIETNAM,119700000.0,121200000.0
2025-07-31,XAUUSD,3293.199951171875,3293.199951171875
2025-08-01,XAUUSD,3347.699951171875,3347.699951171875
2025-08-02,SJCVIETNAM,121500000.0,123500000.0
2025-08-02,XAUUSD,3347.699951171875,3347.699951171875
2025-08-03,XAUUSD,3347.699951171875,3347.699951171875
2025-08-04,SJCVIETNAM,121700000.0,123300000.0
2025-08-04,XAUUSD,3374.39990234375,3374.39990234375
2025-08-05,SJCVIETNAM,122200000.0,123800000.0
2025-08-05,XAUUSD,3381.89990234375,3381.89990234375
2025-08-06,SJCVIETNAM,122400000.0,123800000.0
2025-08-06,XAUUSD,3380.0,3380.0
2025-08-07,SJCVIETNAM,122700000.0,124100000.0
2025-08-07,XAUUSD,3400.300048828125,3400.300048828125
2025-08-08,SJCVIETNAM,122600000.0,124000000.0
2025-08-08,XAUUSD,3439.10009765625,3439.10009765625
2025-08-09,XAUUSD,3439.10009765625,3439.10009765625
2025-08-10,XAUUSD,3439.10009765625,3439.10009765625
2025-08-11,SJCVIETNAM,122700000.0,123900000.0
2025-08-11,XAUUSD,3353.10009765625,3353.10009765625
2025-08-12,SJCVIETNAM,122700000.0,123900000.0
2025-08-12,XAUUSD,3348.89990234375,3348.89990234375
2025-08-13,SJCVIETNAM,122700000.0,123900000.0
2025-08-13,XAUUSD,3358.699951171875,3358.699951171875
2025-08-14,SJCVIETNAM,123500000.0,124700000.0
2025-08-14,XAUUSD,3335.199951171875,3335.199951171875
2025-08-15,SJCVIETNAM,123500000.0,124500000.0
2025-08-15,XAUUSD,3336.0,3336.0
2025-08-16,XAUUSD,3336.0,3336.0
2025-08-17,XAUUSD,3336.0,3336.0
2025-08-18,SJCVIETNAM,123700000.0,124700000.0
2025-08-18,XAUUSD,3331.699951171875,3331.699951171875
2025-08-19,XAUUSD,3313.39990234375,3313.39990234375
2025-08-20,SJCVIETNAM,123800000.0,124800000.0
2025-08-20,XAUUSD,3343.39990234375,3343.39990234375
2025-08-21,SJCVIETNAM,124400000.0,125400000.0
2025-08-21,XAUUSD,3336.89990234375,3336.89990234375
2025-08-22,SJCVIETNAM,124400000.0,125400000.0
2025-08-22,XAUUSD,3374.39990234375,3374.39990234375
2025-08-23,SJCVIETNAM,125600000.0,126600000.0
2025-08-23,XAUUSD,3374.39990234375,3374.39990234375
2025-08-24,XAUUSD,3374.39990234375,3374.39990234375
2025-08-25,SJCVIETNAM,125900000.0,126900000.0
2025-08-25,XAUUSD,3373.800048828125,3373.800048828125
2025-08-26,SJCVIETNAM,126100000.0,127700000.0
2025-08-26,XAUUSD,3388.60009765625,3388.60009765625
2025-08-27,SJCVIETNAM,126000000.0,128000000.0
2025-08-27,XAUUSD,3404.60009765625,3404.60009765625
2025-08-28,SJCVIETNAM,126000000.0,128000000.0
2025-08-28,XAUUSD,3431.800048828125,3431.800048828125
2025-08-29,SJCVIETNAM,127400000.0,128900000.0
2025-08-29,XAUUSD,3473.699951171875,3473.699951171875
2025-08-30,SJCVIETNAM,129100000.0,130600000.0
2025-08-30,XAUUSD,3473.699951171875,3473.699951171875
2025-08-31,XAUUSD,3473.699951171875,3473.699951171875
2025-09-01,XAUUSD,3473.699951171875,3473.699951171875
2025-09-02,XAUUSD,3549.39990234375,3549.39990234375
2025-09-03,SJCVIETNAM,131900000.0,133400000.0
2025-09-03,XAUUSD,3593.199951171875,3593.199951171875
2025-09-04,SJCVIETNAM,132400000.0,133900000.0
2025-09-04,XAUUSD,3565.800048828125,3565.800048828125
2025-09-05,SJCVIETNAM,132900000.0,134400000.0
2025-09-05,XAUUSD,3613.199951171875,3613.199951171875
2025-09-06,SJCVIETNAM,133900000.0,135400000.0
2025-09-06,XAUUSD,3613.199951171875,3613.199951171875
2025-09-07,XAUUSD,3613.199951171875,3613.199951171875
2025-09-08,SJCVIETNAM,133100000.0,135100000.0
2025-09-08,XAUUSD,3638.10009765625,3638.10009765625
2025-09-09,SJCVIETNAM,133800000.0,135800000.0
2025-09-09,XAUUSD,3643.300048828125,3643.300048828125
2025-09-10,SJCVIETNAM,133300000.0,135300000.0
2025-09-10,XAUUSD,3643.60009765625,3643.60009765625
2025-09-11,SJCVIETNAM,133300000.0,135300000.0
2025-09-11,XAUUSD,3636.89990234375,3636.89990234375
2025-09-12,SJCVIETNAM,129500000.0,132800000.0
2025-09-12,XAUUSD,3649.39990234375,3649.39990234375
2025-09-13,SJCVIETNAM,128100000.0,131100000.0
2025-09-13,XAUUSD,3649.39990234375,3649.39990234375
2025-09-14,XAUUSD,3649.39990234375,3649.39990234375
2025-09-15,SJCVIETNAM,128400000.0,131100000.0
2025-09-15,XAUUSD,3682.199951171875,3682.199951171875
2025-09-16,SJCVIETNAM,130000000.0,132000000.0
2025-09-16,XAUUSD,3688.89990234375,3688.89990234375
2025-09-17,XAUUSD,3681.800048828125,3681.800048828125
2025-09-18,SJCVIETNAM,130000000.0,132000000.0
2025-09-18,XAUUSD,3643.699951171875,3643.699951171875
2025-09-19,SJCVIETNAM,130000000.0,132000000.0
2025-09-19,XAUUSD,3671.5,3671.5
2025-09-20,SJCVIETNAM,131000000.0,133000000.0
2025-09-20,XAUUSD,3671.5,3671.5
2025-09-21,XAUUSD,3671.5,3671.5
2025-09-22,SJCVIETNAM,131300000.0,133300000.0
2025-09-22,XAUUSD,3740.699951171875,3740.699951171875
2025-09-23,SJCVIETNAM,132600000.0,134600000.0
2025-09-23,XAUUSD,3780.60009765625,3780.60009765625
2025-09-24,SJCVIETNAM,132800000.0,134800000.0
2025-09-24,XAUUSD,3732.10009765625,3732.10009765625
2025-09-25,SJCVIETNAM,132500000.0,134500000.0
2025-09-25,XAUUSD,3736.89990234375,3736.89990234375
2025-09-26,XAUUSD,3775.300048828125,3775.300048828125
2025-09-27,SJCVIETNAM,133000000.0,135000000.0
2025-09-27,XAUUSD,3775.300048828125,3775.300048828125
2025-09-28,XAUUSD,3775.300048828125,3775.300048828125
2025-09-29,SJCVIETNAM,133500000.0,135500000.0
2025-09-29,XAUUSD,3820.89990234375,3820.89990234375
2025-09-30,SJCVIETNAM,135300000.0,137300000.0
2025-09-30,XAUUSD,3840.800048828125,3840.800048828125
2025-10-01,SJCVIETNAM,136000000.0,138000000.0
2025-10-01,XAUUSD,3867.5,3867.5
2025-10-02,SJCVIETNAM,136000000.0,138000000.0
2025-10-02,XAUUSD,3839.699951171875,3839.699951171875
2025-10-03,SJCVIETNAM,135800000.0,137800000.0
2025-10-03,XAUUSD,3880.800048828125,3880.800048828125
2025-10-04,SJCVIETNAM,136600000.0,138600000.0
2025-10-04,XAUUSD,3880.800048828125,3880.800048828125
2025-10-05,XAUUSD,3880.800048828125,3880.800048828125
2025-10-06,SJCVIETNAM,137100000.0,139100000.0
2025-10-06,XAUUSD,3948.5,3948.5
2025-10-07,SJCVIETNAM,138600000.0,140600000.0
2025-10-07,XAUUSD,3976.60009765625,3976.60009765625
2025-10-08,SJCVIETNAM,139400000.0,141400000.0
2025-10-08,XAUUSD,4043.300048828125,4043.300048828125
2025-10-09,SJCVIETNAM,140500000.0,142500000.0
2025-10-09,XAUUSD,3946.300048828125,3946.300048828125
2025-10-10,SJCVIETNAM,139900000.0,141900000.0
2025-10-10,XAUUSD,3975.89990234375,3975.89990234375
2025-10-11,SJCVIETNAM,140800000.0,142800000.0
2025-10-11,XAUUSD,3975.89990234375,3975.89990234375
2025-10-12,XAUUSD,3975.89990234375,3975.89990234375
2025-10-13,SJCVIETNAM,141600000.0,143600000.0
2025-10-13,XAUUSD,4108.60009765625,4108.60009765625
2025-10-14,SJCVIETNAM,144900000.0,146400000.0
2025-10-14,XAUUSD,4138.7001953125,4138.7001953125
2025-10-15,SJCVIETNAM,145300000.0,147300000.0
2025-10-15,XAUUSD,4176.89990234375,4176.89990234375
2025-10-16,SJCVIETNAM,146600000.0,148600000.0
2025-10-16,XAUUSD,4280.2001953125,4280.2001953125
2025-10-17,SJCVIETNAM,150200000.0,152200000.0
2025-10-17,XAUUSD,4189.89990234375,4189.89990234375
2025-10-18,SJCVIETNAM,149500000.0,151000000.0
2025-10-18,XAUUSD,4189.89990234375,4189.89990234375
2025-10-19,XAUUSD,4189.89990234375,4189.89990234375
2025-10-20,SJCVIETNAM,150000000.0,151000000.0
2025-10-20,XAUUSD,4336.39990234375,4336.39990234375
2025-10-21,SJCVIETNAM,153600000.0,154600000.0
2025-10-21,XAUUSD,4087.699951171875,4087.699951171875
2025-10-22,SJCVIETNAM,146500000.0,148500000.0
2025-10-22,XAUUSD,4044.39990234375,4044.39990234375
2025-10-23,SJCVIETNAM,147500000.0,149500000.0
2025-10-23,XAUUSD,4125.5,4125.5
2025-10-24,SJCVIETNAM,147800000.0,149800000.0
2025-10-24,XAUUSD,4118.39990234375,4118.39990234375
2025-10-25,SJCVIETNAM,147200000.0,149200000.0
2025-10-25,XAUUSD,4118.39990234375,4118.39990234375
2025-10-26,XAUUSD,4118.39990234375,4118.39990234375
2025-10-27,SJCVIETNAM,147400000.0,148900000.0
2025-10-27,XAUUSD,4001.89990234375,4001.89990234375
2025-10-28,SJCVIETNAM,145700000.0,147200000.0
2025-10-28,XAUUSD,3966.199951171875,3966.199951171875
2025-10-29,SJCVIETNAM,144900000.0,146900000.0
2025-10-29,XAUUSD,3983.699951171875,3983.699951171875
2025-10-30,SJCVIETNAM,144600000.0,146600000.0
2025-10-30,XAUUSD,4001.300048828125,4001.300048828125
2025-10-31,XAUUSD,3982.199951171875,3982.199951171875
2025-11-01,XAUUSD,3982.199951171875,3982.199951171875
2025-11-02,XAUUSD,3982.199951171875,3982.199951171875
2025-11-03,XAUUSD,4000.300048828125,4000.300048828125
2025-11-04,SJCVIETNAM,146200000.0,148200000.0
2025-11-04,XAUUSD,3947.699951171875,3947.699951171875
2025-11-05,SJCVIETNAM,145000000.0,147000000.0
2025-11-05,XAUUSD,3980.300048828125,3980.300048828125
2025-11-06,SJCVIETNAM,145800000.0,147800000.0
2025-11-06,XAUUSD,3979.89990234375,3979.89990234375
2025-11-07,XAUUSD,3999.39990234375,3999.39990234375
2025-11-08,XAUUSD,3999.39990234375,3999.39990234375
2025-11-09,XAUUSD,3999.39990234375,3999.39990234375
2025-11-10,SJCVIETNAM,147600000.0,149600000.0
2025-11-10,XAUUSD,4111.7998046875,4111.7998046875
2025-11-11,SJCVIETNAM,150000000.0,152000000.0
2025-11-11,XAUUSD,4106.7998046875,4106.7998046875
2025-11-12,SJCVIETNAM,149500000.0,151500000.0
2025-11-12,XAUUSD,4204.39990234375,4204.39990234375
2025-11-13,SJCVIETNAM,151300000.0,153300000.0
2025-11-13,XAUUSD,4186.89990234375,4186.89990234375
2025-11-14,SJCVIETNAM,151100000.0,153100000.0
2025-11-14,XAUUSD,4087.60009765625,4087.60009765625
2025-11-15,SJCVIETNAM,149000000.0,151000000.0
2025-11-15,XAUUSD,4087.60009765625,4087.60009765625
2025-11-16,XAUUSD,4087.60009765625,4087.60009765625
2025-11-17,SJCVIETNAM,148500000.0,150500000.0
2025-11-17,XAUUSD,4068.300048828125,4068.300048828125
2025-11-18,SJCVIETNAM,147800000.0,149800000.0
2025-11-18,XAUUSD,4061.300048828125,4061.300048828125
2025-11-19,SJCVIETNAM,148700000.0,150700000.0
2025-11-19,XAUUSD,4077.699951171875,4077.699951171875
2025-11-20,SJCVIETNAM,149000000.0,151000000.0
2025-11-20,XAUUSD,4056.5,4056.5
2025-11-21,SJCVIETNAM,147800000.0,149800000.0
2025-11-21,XAUUSD,4076.699951171875,4076.699951171875
2025-11-22,SJCVIETNAM,148400000.0,150400000.0
2025-11-22,XAUUSD,4076.699951171875,4076.699951171875
2025-11-23,XAUUSD,4076.699951171875,4076.699951171875
2025-11-24,XAUUSD,4091.89990234375,4091.89990234375
2025-11-25,SJCVIETNAM,150400000.0,152400000.0
2025-11-25,XAUUSD,4139.2001953125,4139.2001953125
2025-11-26,SJCVIETNAM,150900000.0,152900000.0
2025-11-26,XAUUSD,4165.2001953125,4165.2001953125
2025-11-27,XAUUSD,4165.2001953125,4165.2001953125
2025-11-28,SJCVIETNAM,152200000.0,154200000.0
2025-11-28,XAUUSD,4218.2998046875,4218.2998046875
2025-11-29,SJCVIETNAM,152900000.0,154900000.0
2025-11-29,XAUUSD,4218.2998046875,4218.2998046875
2025-11-30,XAUUSD,4218.2998046875,4218.2998046875
2025-12-01,SJCVIETNAM,153200000.0,155200000.0
2025-12-01,XAUUSD,4239.2998046875,4239.2998046875
2025-12-02,SJCVIETNAM,152600000.0,154600000.0
2025-12-02,XAUUSD,4186.60009765625,4186.60009765625
2025-12-03,SJCVIETNAM,152800000.0,154800000.0
2025-12-03,XAUUSD,4199.2998046875,4199.2998046875
2025-12-04,SJCVIETNAM,152500000.0,154500000.0
2025-12-04,XAUUSD,4211.7998046875,4211.7998046875
2025-12-05,SJCVIETNAM,152200000.0,154200000.0
2025-12-05,XAUUSD,4212.89990234375,4212.89990234375
2025-12-06,SJCVIETNAM,152200000.0,154200000.0
2025-12-06,XAUUSD,4212.89990234375,4212.89990234375
2025-12-07,XAUUSD,4212.89990234375,4212.89990234375
2025-12-08,SJCVIETNAM,152500000.0,154500000.0
2025-12-08,XAUUSD,4187.2001953125,4187.2001953125
2025-12-09,SJCVIETNAM,152200000.0,154200000.0
2025-12-09,XAUUSD,4206.7001953125,4206.7001953125
2025-12-10,SJCVIETNAM,152700000.0,154700000.0
2025-12-10,XAUUSD,4196.39990234375,4196.39990234375
2025-12-11,SJCVIETNAM,153100000.0,155100000.0
2025-12-11,XAUUSD,4285.5,4285.5
2025-12-12,SJCVIETNAM,153600000.0,155600000.0
2025-12-12,XAUUSD,4300.10009765625,4300.10009765625
2025-12-13,SJCVIETNAM,153600000.0,155600000.0
2025-12-13,XAUUSD,4300.10009765625,4300.10009765625
2025-12-14,XAUUSD,4300.10009765625,4300.10009765625
2025-12-15,SJCVIETNAM,154300000.0,156300000.0
2025-12-15,XAUUSD,4306.7001953125,4306.7001953125
2025-12-16,SJCVIETNAM,154200000.0,156200000.0
2025-12-16,XAUUSD,4304.5,4304.5
2025-12-17,SJCVIETNAM,154200000.0,156200000.0
2025-12-17,XAUUSD,4347.5,4347.5
2025-12-18,SJCVIETNAM,154400000.0,156400000.0
2025-12-18,XAUUSD,4339.5,4339.5
2025-12-19,XAUUSD,4361.39990234375,4361.39990234375
2025-12-20,SJCVIETNAM,154600000.0,156600000.0
2025-12-20,XAUUSD,4361.39990234375,4361.39990234375
2025-12-21,XAUUSD,4361.39990234375,4361.39990234375
2025-12-22,SJCVIETNAM,155100000.0,157100000.0
2025-12-22,XAUUSD,4444.60009765625,4444.60009765625
2025-12-23,SJCVIETNAM,157000000.0,159000000.0
2025-12-23,XAUUSD,4482.7998046875,4482.7998046875
2025-12-24,SJCVIETNAM,157800000.0,159800000.0
2025-12-24,XAUUSD,4480.60009765625,4480.60009765625
2025-12-25,SJCVIETNAM,156800000.0,158800000.0
2025-12-25,XAUUSD,4480.60009765625,4480.60009765625
2025-12-26,SJCVIETNAM,157200000.0,159200000.0
2025-12-26,XAUUSD,4529.10009765625,4529.10009765625
2025-12-27,SJCVIETNAM,157700000.0,159700000.0
2025-12-27,XAUUSD,4529.10009765625,4529.10009765625
2025-12-28,XAUUSD,4529.10009765625,4529.10009765625
2025-12-29,SJCVIETNAM,157700000.0,159700000.0
2025-12-29,XAUUSD,4325.10009765625,4325.10009765625
2025-12-30,SJCVIETNAM,152200000.0,154200000.0
2025-12-30,XAUUSD,4370.10009765625,4370.10009765625
2025-12-31,SJCVIETNAM,152400000.0,154400000.0
2025-12-31,XAUUSD,4325.60009765625,4325.60009765625
2026-01-01,XAUUSD,4325.60009765625,4325.60009765625
2026-01-02,XAUUSD,4314.39990234375,4314.39990234375
2026-01-03,XAUUSD,4314.39990234375,4314.39990234375
2026-01-04,XAUUSD,4314.39990234375,4314.39990234375
2026-01-05,SJCVIETNAM,154200000.0,156200000.0
2026-01-05,XAUUSD,4436.89990234375,4436.89990234375
2026-01-06,SJCVIETNAM,155400000.0,157400000.0
2026-01-06,XAUUSD,4482.2001953125,4482.2001953125
2026-01-07,SJCVIETNAM,156600000.0,158600000.0
2026-01-07,XAUUSD,4449.2998046875,4449.2998046875
2026-01-08,SJCVIETNAM,156100000.0,158100000.0
2026-01-08,XAUUSD,4449.7001953125,4449.7001953125
2026-01-09,SJCVIETNAM,155200000.0,157200000.0
2026-01-09,XAUUSD,4490.2998046875,4490.2998046875
2026-01-10,SJCVIETNAM,156300000.0,158300000.0
2026-01-10,XAUUSD,4490.2998046875,4490.2998046875
2026-01-11,XAUUSD,4490.2998046875,4490.2998046875
2026-01-12,SJCVIETNAM,160000000.0,162000000.0
2026-01-12,XAUUSD,4604.2998046875,4604.2998046875
2026-01-13,XAUUSD,4589.2001953125,4589.2001953125
2026-01-14,SJCVIETNAM,160900000.0,162900000.0
2026-01-14,XAUUSD,4626.2998046875,4626.2998046875
2026-01-15,SJCVIETNAM,160800000.0,162800000.0
2026-01-15,XAUUSD,4616.2998046875,4616.2998046875
2026-01-16,XAUUSD,4588.39990234375,4588.39990234375
2026-01-17,XAUUSD,4588.39990234375,4588.39990234375
2026-01-18,XAUUSD,4588.39990234375,4588.39990234375
2026-01-19,SJCVIETNAM,163000000.0,165000000.0
2026-01-19,XAUUSD,4588.39990234375,4588.39990234375
2026-01-20,SJCVIETNAM,163000000.0,165000000.0
2026-01-20,XAUUSD,4759.60009765625,4759.60009765625
2026-01-21,SJCVIETNAM,167200000.0,169200000.0
2026-01-21,XAUUSD,4831.7998046875,4831.7998046875
2026-01-22,SJCVIETNAM,166700000.0,168700000.0
2026-01-22,XAUUSD,4908.7998046875,4908.7998046875
2026-01-23,SJCVIETNAM,171300000.0,173300000.0
2026-01-23,XAUUSD,4976.2001953125,4976.2001953125
2026-01-24,SJCVIETNAM,172300000.0,174300000.0
2026-01-24,XAUUSD,4976.2001953125,4976.2001953125
2026-01-25,XAUUSD,4976.2001953125,4976.2001953125
